id,date,title,type,epic_id,epic_title,month,pillar
DPMA-1525,1/19/26,Define the logic and touchpoints for notifications,Task,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-801,1/19/26,"[iOS, Android] Wrong name for ""terms and conditions""",Bug,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1774,1/19/26,Dynamic cards in home view,Story,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1748,1/19/26,Shoot Dr. Ditto video,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1750,1/19/26,Make designs dev. ready,Task,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1718,1/19/26,Remove user accounts from db,Story,DPMA-1760,Operational Inbox Q1,Jan-26,Fundamentals
DPMA-1709,1/19/26,Give Lukasz and Patryk access to grafana (and everybody else),Task,DPMA-1760,Operational Inbox Q1,Jan-26,Fundamentals
DPMA-1757,1/19/26,Validate that current production version is best according to judgements,Task,DPMA-1756,"[AI] Enhance evaluation framework with ""judgements""",Jan-26,Clarity
DPMA-1883,1/19/26,[Android] App becomes unclickable after closing follow back sheet,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-1782,1/20/26,Synthesise on User Research Care Circle V2,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Connection
DPMA-1908,1/20/26,Create docs for Dynamic cards,Story,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1783,1/21/26,Call test users for Care Circle V2,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Connection
DPMA-1939,1/21/26,Investigate if our Google drive settings are EU based,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Connection
DPMA-1861,1/21/26,Complete Domain Verification LinkedIn,Story,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Clarity
DPMA-1739,1/22/26,Logic & cleanup navigation bars in-app,Story,DPMA-1722,Design polishing,Jan-26,Convenience
DPMA-1941,1/22/26,Write disclaimer for sharable manual summary,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Clarity
DPMA-1740,1/23/26,Recruit test/ interview participants,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Convenience
DPMA-1940,1/23/26,Write standardised whatsapp message as a response,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Connection
DPMA-1613,1/26/26,[FE] Fetch appointment preparation questions from BE,Task,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Jan-26,Convenience
DPMA-1907,1/26/26,Delete user,Task,DPMA-1634,Must go next release Q1,Jan-26,Fundamentals
DPMA-1763,1/26/26,Make WoW decisions happen,Story,DPMA-1760,Operational Inbox Q1,Jan-26,Fundamentals
DPMA-1758,1/26/26,Analyse LLM-as-a-judge: Safety guardrails evaluation,Task,DPMA-1756,"[AI] Enhance evaluation framework with ""judgements""",Jan-26,Clarity
DPMA-1985,1/27/26,[Android] Share sheet is not fully visible,Bug,DPMA-1503,In-app inbox (v1),Jan-26,Connection
DPMA-1986,1/27/26,[Android] Application crashes when clicking any event on the Home Screen timeline,Bug,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1992,1/27/26,"[Android] App crashes after clicking the ""Recording"" button on the Home screen",Bug,DPMA-1503,In-app inbox (v1),Jan-26,Clarity
DPMA-1987,1/27/26,"[iOS] ""Prepare for appointment"" notification does't appear after creating a new event",Bug,DPMA-1503,In-app inbox (v1),Jan-26,Convenience
DPMA-1991,1/27/26,"[iOS] Inbox notification does not appear for events scheduled in 24 hours, despite system notification working.",Bug,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1990,1/27/26,[Android]  Ready summary notification doesn't appear in the inbox.,Bug,DPMA-1503,In-app inbox (v1),Jan-26,Clarity
DPMA-1836,1/28/26,EXP01: Scaling Ad Budgets 11% WoW,Epic,,,Jan-26,Convenience
DPMA-1959,1/28/26,QA UI flow,Task,DPMA-1503,In-app inbox (v1),Jan-26,Convenience
DPMA-1989,1/28/26,[iOS] There are some weird characters in the notification message for the completed summary.,Bug,DPMA-1503,In-app inbox (v1),Jan-26,Clarity
DPMA-1997,1/28/26,"[iOS, Android] Issues to fix.",Bug,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1922,1/28/26,Add two steps to onboarding,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1935,1/28/26,Create new sections in home view,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1909,1/28/26,Add video Dr. Ditto to activation flow,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1911,1/28/26,Seperate onboarding video's in a new card,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1972,1/28/26,Fix: account creation flow,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1937,1/28/26,[IOS] Improve video launching,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1951,1/28/26,Small improvements scanned doc,Task,DPMA-1634,Must go next release Q1,Jan-26,Convenience
DPMA-1971,1/28/26,Offboard Bart,Task,DPMA-1760,Operational Inbox Q1,Jan-26,Fundamentals
DPMA-1968,1/28/26,Order new posters,Story,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1988,1/29/26,[Android] App review notification does not appear after review sheet closure and duplicates upon dismissal,Bug,DPMA-1503,In-app inbox (v1),Jan-26,Convenience
DPMA-1528,1/29/26,Implement notification logic,Task,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1961,1/29/26,Add gradient to scrollable views,Story,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1938,1/29/26,Update navigations and presented screens,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-2011,1/29/26,[Android] Problem with creating empty events,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-2006,1/29/26,"[iOS] The user clicks a valid inbox notification, but the related event has been deleted, so the link leads to a non-existing resource.",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-2010,1/29/26,[iOS] Editing and saving an event created via QR code scan causes the app to unnecessarily regenerate the summary.,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Clarity
DPMA-2012,1/29/26,"[iOS, Android] Inbox notifications behave differently for shared events",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Connection
DPMA-2009,1/29/26,[Android] No background,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-2008,1/29/26,"[Android] After scanning the QR code, the app does not perform any action and only opens the home screen.",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-2007,1/29/26,"[Android] Saving changes after editing an event redirects the user to the ""Carepath"" screen instead of returning to the updated event view.",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Clarity
DPMA-2013,1/29/26,"[iOS, Android] After updating from version 1.7.4 to 1.7.5, the notification about the new feature does not appear in the inbox.",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-2005,1/29/26,"[iOS] ""Prepare an appointment"" button does not open the creation sheet in the ""Add an Appointment"" flow",Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-1756,1/30/26,"[AI] Enhance evaluation framework with ""judgements""",Epic,,,Jan-26,Clarity
DPMA-1865,1/30/26,Send Arthur legal docs to sign,Story,DPMA-1651,Customer Engagement Platform (Customer.io) - Phase 1 - Foundation & Strategy,Jan-26,Convenience
DPMA-2021,1/30/26,Code cleanup - remove profile completion,Story,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1973,1/30/26,Set-up tracking,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1897,1/30/26,Release - Prep,Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1976,1/30/26,Release notes,Story,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-2017,2/2/26,Bootstrap Auth0-> migration,Story,DPMA-2037,Migrate away from Auth0 to...,Feb-26,Fundamentals
DPMA-1912,2/2/26,Script new onboarding video's,Story,DPMA-1975,Mission: Activation Fix (1.5),Feb-26,Convenience
DPMA-1913,2/2/26,Film new onboarding video's,Story,DPMA-1975,Mission: Activation Fix (1.5),Feb-26,Convenience
DPMA-2031,2/2/26,Fix: inbox notification about upcoming appointment,Task,DPMA-1634,Must go next release Q1,Feb-26,Convenience
DPMA-1710,2/2/26,Bootstrap Staging Environment,Task,DPMA-1760,Operational Inbox Q1,Feb-26,Fundamentals
DPMA-1621,2/3/26,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Epic,,,Feb-26,Convenience
DPMA-1843,2/3/26,ASO-005: Rating & Review Management System,Story,DPMA-1775,App Store Optimisation - App Ranking,Feb-26,Convenience
DPMA-1841,2/3/26,ASO-004: App Store Description Optimization,Story,DPMA-1775,App Store Optimisation - App Ranking,Feb-26,Convenience
DPMA-1839,2/3/26,ASO-002: App Title & Subtitle Optimization,Story,DPMA-1775,App Store Optimisation - App Ranking,Feb-26,Convenience
DPMA-1837,2/3/26,ASO-001: Keyword Research & Optimization (NL),Story,DPMA-1775,App Store Optimisation - App Ranking,Feb-26,Convenience
DPMA-1967,2/3/26,Investigate why reviews dropped after changing summary count from 5 - 2,Task,DPMA-1635,Maintenance Q1,Feb-26,Clarity
DPMA-2052,2/4/26,"[Android] Questions are not displayed immediately, refresh action required to load data",Bug,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Feb-26,Convenience
DPMA-2053,2/4/26,[Android] Selected questions during event creation are not displayed in the Event,Bug,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Feb-26,Convenience
DPMA-2054,2/4/26,[Android] Keyboard is not dismissed and editing does not end after adding a custom question,Bug,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Feb-26,Convenience
DPMA-2051,2/4/26,"[Android, iOS] Empty question categories appear after adding a custom question",Bug,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Feb-26,Convenience
DPMA-2018,2/4/26,[FE] Implement question library flow,Task,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Feb-26,Convenience
DPMA-1998,2/4/26,Diagram relevant content per user type,Story,DPMA-1965,CC V2 | Redesign home and main navigation,Feb-26,Clarity
DPMA-1921,2/4/26,Add record button to an upcoming appointment card,Story,DPMA-1898,Low hanging UX improvements - High+,Feb-26,Convenience
DPMA-1746,2/4/26,Add clear error message if Ditto does not detect any sound during recording,Story,DPMA-1898,Low hanging UX improvements - High+,Feb-26,Clarity
DPMA-2038,2/4/26,Decide on the system to go,Task,DPMA-2037,Migrate away from Auth0 to...,Feb-26,Fundamentals
DPMA-1981,2/4/26,Screenrecordings onboarding video's,Task,DPMA-1975,Mission: Activation Fix (1.5),Feb-26,Clarity
DPMA-2026,2/4/26,Set auto-hide for existing users,Task,DPMA-2046,Mission: Activation Fix - Phase 2 - Iterations,Feb-26,Convenience
DPMA-2049,2/4/26,[Android] Recording button for event does not work,Bug,DPMA-1639,[FE] Inbox Q1,Feb-26,Clarity
DPMA-2050,2/4/26,[iOS] Recording created in CarePath does not navigate back to Event,Bug,DPMA-1639,[FE] Inbox Q1,Feb-26,Clarity
DPMA-1900,2/5/26,Improve messaging about telephone consult,Story,DPMA-1898,Low hanging UX improvements - High+,Feb-26,Convenience
DPMA-1899,2/5/26,Make recorder minimise more intuitive to show questions during appointment,Task,DPMA-1898,Low hanging UX improvements - High+,Feb-26,Convenience
DPMA-1775,2/6/26,App Store Optimisation - App Ranking,Epic,,,Feb-26,Convenience
